oneid,choice,profit,variable,round,marketmaker,role,numtrans,marginalbid,marginalask,time
21538,20,3.5,20,16,gain,buyer,7,16.5,16,2021-01-15 13:03:17
21538,20,3.25,20,17,gain,buyer,8,16.75,16,2021-01-15 13:05:40
21538,20,3.25,20,18,gain,buyer,8,16.75,16.5,2021-01-15 13:07:21
21538,20,3.25,20,19,gain,buyer,7,16.75,16.5,2021-01-15 13:09:19
21538,20,3.25,20,20,gain,buyer,8,16.75,16.5,2021-01-15 13:11:23
21685,6,7,6,1,gain,seller,14,13,13,2021-01-15 12:33:08
21685,9,8,6,2,gain,seller,14,15,14,2021-01-15 12:35:59
21685,12,9,6,3,gain,seller,15,15,15,2021-01-15 12:38:07
21685,14,10,6,4,gain,seller,17,16,16,2021-01-15 12:40:09
21685,15,10,6,5,gain,seller,13,16,16,2021-01-15 12:42:02
21685,15,10,6,6,gain,seller,17,16.99,16,2021-01-15 12:43:58
21685,15.99,10,6,7,gain,seller,18,16,16,2021-01-15 12:46:16
21685,14.99,10,6,8,gain,seller,14,16,16,2021-01-15 12:48:38
21685,15,10,6,9,gain,seller,19,16,16,2021-01-15 12:50:36
21685,15,10,6,10,gain,seller,18,16,16,2021-01-15 12:52:21
21685,16,0,16,11,loss,buyer,14,16,16,2021-01-15 12:54:10
21685,15,0,16,12,loss,buyer,13,16,16,2021-01-15 12:56:16
21685,16,0,16,13,loss,buyer,17,16,16,2021-01-15 12:58:11
21685,16,0,16,14,loss,buyer,18,16,16,2021-01-15 13:00:10
21685,15,0,16,15,loss,buyer,15,16,16,2021-01-15 13:01:41
21685,15.99,0,16,16,loss,buyer,15,16,16,2021-01-15 13:04:05
21685,18,0,16,17,loss,buyer,16,16,16,2021-01-15 13:05:38
21685,17,0,16,18,loss,buyer,17,16,16,2021-01-15 13:07:48
21685,16,0,16,19,loss,buyer,15,16,16,2021-01-15 13:09:32
21685,16,0,16,20,loss,buyer,18,16,16,2021-01-15 13:11:29
23437,3,0,12,1,gain,buyer,14,13,13,2021-01-15 12:32:31
23437,12,0,12,2,gain,buyer,15,14,14,2021-01-15 12:36:10
23437,16,-3,12,3,gain,buyer,15,15,15,2021-01-15 12:38:01
23437,9,0,12,4,gain,buyer,17,16,16,2021-01-15 12:40:05
23437,17,-4,12,5,gain,buyer,13,16,16,2021-01-15 12:42:02
23437,17,-4.989999999999998,12,6,gain,buyer,17,16.99,16,2021-01-15 12:43:51
23437,10,0,12,7,gain,buyer,18,16,16,2021-01-15 12:45:43
23437,15,0,12,8,gain,buyer,14,16,16,2021-01-15 12:47:36
23437,17,-4,12,9,gain,buyer,19,16,16,2021-01-15 12:49:37
23437,16.01,-4,12,10,gain,buyer,18,16,16,2021-01-15 12:52:06
23437,9,0,10,11,loss,buyer,14,16,16,2021-01-15 12:54:05
23437,15,0,10,12,loss,buyer,13,16,16,2021-01-15 12:55:27
23437,15,0,10,13,loss,buyer,17,16,16,2021-01-15 12:57:28
23437,15,0,10,14,loss,buyer,18,16,16,2021-01-15 12:59:28
23437,15,0,10,15,loss,buyer,15,16,16,2021-01-15 13:01:30
23437,15,0,10,16,loss,buyer,15,16,16,2021-01-15 13:03:32
23437,15,0,10,17,loss,buyer,16,16,16,2021-01-15 13:05:30
23437,15,0,10,18,loss,buyer,17,16,16,2021-01-15 13:07:17
23437,9,0,10,19,loss,buyer,15,16,16,2021-01-15 13:09:38
23437,9,0,10,20,loss,buyer,18,16,16,2021-01-15 13:11:34
23572,3,0,16,1,gain,buyer,14,13,13,2021-01-15 12:30:29
23572,13,0,16,2,gain,buyer,16,15,14,2021-01-15 12:36:31
23572,15,1,16,3,gain,buyer,15,15,15,2021-01-15 12:37:58
23572,15,0,16,4,gain,buyer,17,16,16,2021-01-15 12:39:31
23572,15,0,16,5,gain,buyer,13,16,16,2021-01-15 12:41:50
23572,1,0,16,6,gain,buyer,17,16.99,16,2021-01-15 12:43:50
23572,1,0,16,7,gain,buyer,18,16,16,2021-01-15 12:45:41
23572,0,0,16,8,gain,buyer,14,16,16,2021-01-15 12:47:37
23572,15,0,16,9,gain,buyer,19,16,16,2021-01-15 12:49:42
23572,16,0,16,10,gain,buyer,18,16,16,2021-01-15 12:51:25
23572,17,0,2,11,loss,seller,14,16,16,2021-01-15 12:53:49
23572,16,14,2,12,loss,seller,13,16,16,2021-01-15 12:55:34
23572,16,14,2,13,loss,seller,17,16,16,2021-01-15 12:57:34
23572,16,14,2,14,loss,seller,18,16,16,2021-01-15 12:59:35
23572,16,14,2,15,loss,seller,15,16,16,2021-01-15 13:01:40
23572,16,14,2,16,loss,seller,15,16,16,2021-01-15 13:03:26
23572,16,14,2,17,loss,seller,16,16,16,2021-01-15 13:05:24
23572,16,14,2,18,loss,seller,17,16,16,2021-01-15 13:07:25
23572,16,14,2,19,loss,seller,15,16,16,2021-01-15 13:09:35
23572,16,14,2,20,loss,seller,18,16,16,2021-01-15 13:11:28
26467,9,2,11,1,gain,seller,14,13,13,2021-01-15 12:30:29
26467,8,3,11,2,gain,seller,15,15,14,2021-01-15 12:36:10
26467,8,4,11,3,gain,seller,15,15,15,2021-01-15 12:38:01
26467,8,5,11,4,gain,seller,17,16,16,2021-01-15 12:40:21
26467,8,5,11,5,gain,seller,13,16,16,2021-01-15 12:42:05
26467,10,5,11,6,gain,seller,17,16.99,16,2021-01-15 12:44:14
26467,15,5,11,7,gain,seller,18,16,16,2021-01-15 12:45:53
26467,20,0,11,8,gain,seller,14,16,16,2021-01-15 12:47:51
26467,8,5,11,9,gain,seller,19,16,16,2021-01-15 12:49:45
26467,8,5,11,10,gain,seller,18,16,16,2021-01-15 12:52:07
26467,11,1,15,11,loss,seller,14,16,16,2021-01-15 12:54:20
26467,11,1,15,12,loss,seller,13,16,16,2021-01-15 12:55:41
26467,25,0,15,13,loss,seller,17,16,16,2021-01-15 12:57:46
26467,15.98,1,15,14,loss,seller,18,16,16,2021-01-15 13:00:06
26467,15.97,1,15,15,loss,seller,15,16,16,2021-01-15 13:02:00
26467,14.99,1,15,16,loss,seller,16,16,16,2021-01-15 13:04:21
26467,13.99,1,15,17,loss,seller,16,16,16,2021-01-15 13:06:32
26467,13,1,15,18,loss,seller,17,16,16,2021-01-15 13:08:09
26467,13,1,15,19,loss,seller,15,16,16,2021-01-15 13:09:47
26467,13,1,15,20,loss,seller,18,16,16,2021-01-15 13:11:56
28233,1,0,11,1,loss,buyer,7,11,10,2021-01-15 12:30:44
28233,11,0,11,2,loss,buyer,9,11,11,2021-01-15 12:36:37
28233,11,0,11,3,loss,buyer,10,11,11,2021-01-15 12:38:03
28233,11,0,11,4,loss,buyer,10,11,11,2021-01-15 12:39:45
28233,11,0,11,5,loss,buyer,12,11,11,2021-01-15 12:41:52
28233,11,0,11,6,loss,buyer,11,11,11,2021-01-15 12:43:44
28233,11,0,11,7,loss,buyer,9,11,11,2021-01-15 12:45:39
28233,11,0,11,8,loss,buyer,11,11,11,2021-01-15 12:47:36
28233,11,0,11,9,loss,buyer,10,11,11,2021-01-15 12:49:44
28233,11,0,11,10,loss,buyer,9,11,11,2021-01-15 12:51:27
28233,11,0,16,11,loss,buyer,14,16,16,2021-01-15 12:53:58
28233,11,0,16,12,loss,buyer,13,16,16,2021-01-15 12:55:56
28233,11,0,16,13,loss,buyer,17,16,16,2021-01-15 12:58:07
28233,12,0,16,14,loss,buyer,18,16,16,2021-01-15 12:59:49
28233,12,0,16,15,loss,buyer,15,16,16,2021-01-15 13:02:09
28233,12,0,16,16,loss,buyer,15,16,16,2021-01-15 13:03:36
28233,12,0,16,17,loss,buyer,16,16,16,2021-01-15 13:05:54
28233,12,0,16,18,loss,buyer,17,16,16,2021-01-15 13:08:06
28233,12,0,16,19,loss,buyer,15,16,16,2021-01-15 13:10:06
28233,12,0,16,20,loss,buyer,18,16,16,2021-01-15 13:11:42
28315,6,0,13,1,gain,buyer,14,13,13,2021-01-15 12:30:49
28315,13,0,13,2,gain,buyer,14,15,14,2021-01-15 12:36:09
28315,15,-2,13,3,gain,buyer,15,15,15,2021-01-15 12:37:56
28315,15,0,13,4,gain,buyer,17,16,16,2021-01-15 12:39:31
28315,17,-3,13,5,gain,buyer,13,16,16,2021-01-15 12:41:43
28315,13,0,13,6,gain,buyer,17,16.99,16,2021-01-15 12:43:30
28315,13,0,13,7,gain,buyer,18,16,16,2021-01-15 12:45:24
28315,13,0,13,8,gain,buyer,14,16,16,2021-01-15 12:47:47
28315,13,0,13,9,gain,buyer,19,16,16,2021-01-15 12:49:39
28315,13,0,13,10,gain,buyer,18,16,16,2021-01-15 12:51:23
28315,16,2,18,11,loss,buyer,14,16,16,2021-01-15 12:53:36
28315,16,2,18,12,loss,buyer,13,16,16,2021-01-15 12:55:31
28315,16,2,18,13,loss,buyer,17,16,16,2021-01-15 12:57:49
28315,16,2,18,14,loss,buyer,18,16,16,2021-01-15 12:59:45
28315,17,2,18,15,loss,buyer,15,16,16,2021-01-15 13:01:32
28315,17,2,18,16,loss,buyer,16,16,16,2021-01-15 13:03:34
28315,16,2,18,17,loss,buyer,16,16,16,2021-01-15 13:05:52
28315,16,2,18,18,loss,buyer,17,16,16,2021-01-15 13:07:33
28315,16,2,18,19,loss,buyer,15,16,16,2021-01-15 13:10:01
28315,16,2,18,20,loss,buyer,18,16,16,2021-01-15 13:11:38
28385,12,8,5,1,gain,seller,14,13,13,2021-01-15 12:30:51
28385,13,9,5,2,gain,seller,14,15,14,2021-01-15 12:35:55
28385,12,10,5,3,gain,seller,15,15,15,2021-01-15 12:38:03
28385,14,11,5,4,gain,seller,17,16,16,2021-01-15 12:39:48
28385,15,11,5,5,gain,seller,13,16,16,2021-01-15 12:41:59
28385,15,11,5,6,gain,seller,17,16.99,16,2021-01-15 12:43:57
28385,15,11,5,7,gain,seller,18,16,16,2021-01-15 12:45:31
28385,18,0,5,8,gain,seller,14,16,16,2021-01-15 12:48:11
28385,15,11,5,9,gain,seller,19,16,16,2021-01-15 12:49:33
28385,12,11,5,10,gain,seller,18,16,16,2021-01-15 12:51:28
28385,6,0,12,11,loss,buyer,14,16,16,2021-01-15 12:54:06
28385,10,0,12,12,loss,buyer,13,16,16,2021-01-15 12:56:11
28385,16,-4,12,13,loss,buyer,17,16,16,2021-01-15 12:57:55
28385,7,0,12,14,loss,buyer,18,16,16,2021-01-15 12:59:32
28385,12,0,12,15,loss,buyer,15,16,16,2021-01-15 13:01:33
28385,10,0,12,16,loss,buyer,15,16,16,2021-01-15 13:03:47
28385,10,0,12,17,loss,buyer,16,16,16,2021-01-15 13:05:31
28385,12,0,12,18,loss,buyer,17,16,16,2021-01-15 13:07:48
28385,12,0,12,19,loss,buyer,15,16,16,2021-01-15 13:09:37
28385,8,0,12,20,loss,buyer,18,16,16,2021-01-15 13:11:27
28716,8,0,20,1,loss,buyer,7,10,10,2021-01-15 12:33:52
28716,11,9,20,2,loss,buyer,9,11,11,2021-01-15 12:36:30
28716,12,9,20,3,loss,buyer,10,11,11,2021-01-15 12:37:57
28716,12,9,20,4,loss,buyer,10,11,11,2021-01-15 12:39:52
28716,12,9,20,5,loss,buyer,12,11,11,2021-01-15 12:41:52
28716,11,9,20,6,loss,buyer,11,11,11,2021-01-15 12:43:40
28716,11,9,20,7,loss,buyer,9,11,11,2021-01-15 12:45:33
28716,12,9,20,8,loss,buyer,11,11,11,2021-01-15 12:47:49
28716,11,9,20,9,loss,buyer,10,11,11,2021-01-15 12:49:49
28716,11,9,20,10,loss,buyer,9,11,11,2021-01-15 12:51:31
28716,12,0,15,11,loss,buyer,14,16,16,2021-01-15 12:53:50
28716,13,0,15,12,loss,buyer,13,16,16,2021-01-15 12:56:14
28716,14,0,15,13,loss,buyer,17,16,16,2021-01-15 12:57:52
28716,14,0,15,14,loss,buyer,18,16,16,2021-01-15 12:59:41
28716,14,0,15,15,loss,buyer,15,16,16,2021-01-15 13:01:55
28716,14.99,0,15,16,loss,buyer,15,16,16,2021-01-15 13:03:39
28716,14.99,0,15,17,loss,buyer,16,16,16,2021-01-15 13:05:37
28716,14,0,15,18,loss,buyer,17,16,16,2021-01-15 13:07:26
28716,14,0,15,19,loss,buyer,15,16,16,2021-01-15 13:09:29
28716,14,0,15,20,loss,buyer,18,16,16,2021-01-15 13:11:23
29417,9,3,7,1,loss,seller,7,10,10,2021-01-15 12:30:46
29417,12,0,7,2,loss,seller,9,11,11,2021-01-15 12:35:52
29417,10,4,7,3,loss,seller,10,11,11,2021-01-15 12:37:59
29417,11,4,7,4,loss,seller,10,11,11,2021-01-15 12:39:55
29417,10,4,7,5,loss,seller,12,11,11,2021-01-15 12:41:51
29417,8,4,7,6,loss,seller,11,11,11,2021-01-15 12:43:48
29417,7,4,7,7,loss,seller,9,11,11,2021-01-15 12:45:54
29417,11,4,7,8,loss,seller,11,11,11,2021-01-15 12:48:24
29417,10,4,7,9,loss,seller,10,11,11,2021-01-15 12:50:08
29417,11,4,7,10,loss,seller,9,11,11,2021-01-15 12:51:37
29417,11,0,12,11,loss,buyer,14,16,16,2021-01-15 12:53:54
29417,14,0,12,12,loss,buyer,13,16,16,2021-01-15 12:56:37
29417,17,-4,12,13,loss,buyer,17,16,16,2021-01-15 12:58:51
29417,16.5,-4,12,14,loss,buyer,18,16,16,2021-01-15 13:01:25
29417,12,0,12,15,loss,buyer,15,16,16,2021-01-15 13:02:53
29417,11,0,12,16,loss,buyer,16,16,16,2021-01-15 13:04:55
29417,12,0,12,17,loss,buyer,16,16,16,2021-01-15 13:07:23
29417,16,-4,12,18,loss,buyer,17,16,16,2021-01-15 13:10:04
29417,13,0,12,19,loss,buyer,15,16,16,2021-01-15 13:11:49
29417,14,0,12,20,loss,buyer,18,16,16,2021-01-15 13:13:17
32011,7,9,1,1,loss,seller,7,10,10,2021-01-15 12:30:31
32011,6,10,1,2,loss,seller,9,11,11,2021-01-15 12:35:43
32011,10,10,1,3,loss,seller,10,11,11,2021-01-15 12:37:45
32011,11,10,1,4,loss,seller,10,11,11,2021-01-15 12:39:34
32011,9,10,1,5,loss,seller,12,11,11,2021-01-15 12:41:32
32011,9,10,1,6,loss,seller,11,11,11,2021-01-15 12:43:35
32011,10,10,1,7,loss,seller,9,11,11,2021-01-15 12:45:31
32011,10,10,1,8,loss,seller,11,11,11,2021-01-15 12:47:34
32011,11,10,1,9,loss,seller,10,11,11,2021-01-15 12:49:32
32011,11,10,1,10,loss,seller,9,11,11,2021-01-15 12:51:29
32011,28,0,18,11,loss,seller,14,16,16,2021-01-15 12:53:46
32011,16,-2,18,12,loss,seller,13,16,16,2021-01-15 12:56:17
32011,20,NA,18,13,loss,seller,NA,NA,NA,2021-01-15 12:59:51
32691,20,0,18,1,gain,seller,14,13,13,2021-01-15 12:35:13
32691,14,-4,18,2,gain,seller,18,14,14,2021-01-15 12:38:47
32691,20,0,18,3,gain,seller,17,15,15,2021-01-15 12:40:22
32691,22,0,18,4,gain,seller,17,16,16,2021-01-15 12:41:19
32691,19,0,18,5,gain,seller,13,16,16,2021-01-15 12:43:02
32691,18,0,18,6,gain,seller,17,16.99,16,2021-01-15 12:43:48
32691,15,-2,18,7,gain,seller,18,16,16,2021-01-15 12:47:09
32691,16,-2,18,8,gain,seller,14,16,16,2021-01-15 12:49:00
32691,18,0,18,9,gain,seller,19,16,16,2021-01-15 12:50:08
32691,16.15,0,18,10,gain,seller,18,16,16,2021-01-15 12:53:00
32691,15,0,10,11,loss,buyer,14,16,16,2021-01-15 12:53:54
32691,11,0,10,12,loss,buyer,13,16,16,2021-01-15 12:57:11
32691,15,0,10,13,loss,buyer,17,16,16,2021-01-15 12:57:56
32691,15,0,10,14,loss,buyer,18,16,16,2021-01-15 13:00:16
32691,10,0,10,15,loss,buyer,15,16,16,2021-01-15 13:02:10
32691,15,0,10,16,loss,buyer,15,16,16,2021-01-15 13:03:56
32691,12,0,10,17,loss,buyer,16,16,16,2021-01-15 13:05:55
32691,15,0,10,18,loss,buyer,17,16,16,2021-01-15 13:07:49
32691,15,0,10,19,loss,buyer,15,16,16,2021-01-15 13:10:25
32691,15,0,10,20,loss,buyer,18,16,16,2021-01-15 13:11:49
34081,20,5,18,1,gain,buyer,14,13,13,2021-01-15 12:33:30
34081,22,3,18,2,gain,buyer,17,15,14,2021-01-15 12:38:26
34081,22,3,18,3,gain,buyer,15,15,15,2021-01-15 12:39:15
34081,22,2,18,4,gain,buyer,17,16,16,2021-01-15 12:39:46
34081,20,2,18,5,gain,buyer,14,16,16,2021-01-15 12:44:02
34081,20,1.0100000000000016,18,6,gain,buyer,17,16.99,16,2021-01-15 12:44:24
34081,22,2,18,7,gain,buyer,18,16,16,2021-01-15 12:46:07
34081,22,2,18,8,gain,buyer,14,16,16,2021-01-15 12:48:24
34081,22,2,18,9,gain,buyer,19,16,16,2021-01-15 12:49:35
34081,18,2,18,10,gain,buyer,18,16,16,2021-01-15 12:52:37
34081,16,-4,12,11,loss,buyer,14,16,16,2021-01-15 12:54:27
34081,17,-4,12,12,loss,buyer,13,16,16,2021-01-15 12:56:18
34081,11,0,12,13,loss,buyer,17,16,16,2021-01-15 12:57:31
34081,17,-4,12,14,loss,buyer,18,16,16,2021-01-15 13:00:07
34081,12,0,12,15,loss,buyer,15,16,16,2021-01-15 13:01:58
34081,12,0,12,16,loss,buyer,16,16,16,2021-01-15 13:03:31
34081,16,-4,12,17,loss,buyer,16,16,16,2021-01-15 13:06:04
34081,10,0,12,18,loss,buyer,17,16,16,2021-01-15 13:07:54
34081,12,0,12,19,loss,buyer,15,16,16,2021-01-15 13:09:42
34081,12,0,12,20,loss,buyer,18,16,16,2021-01-15 13:11:44
34430,12,0,25,1,gain,buyer,14,13,13,2021-01-15 12:30:53
34430,15,11,25,2,gain,buyer,15,14,14,2021-01-15 12:35:55
34430,18,10,25,3,gain,buyer,15,15,15,2021-01-15 12:38:07
34430,18,9,25,4,gain,buyer,17,16,16,2021-01-15 12:39:50
34430,10,0,25,5,gain,buyer,13,16,16,2021-01-15 12:41:59
34430,17,8.010000000000002,25,6,gain,buyer,17,16.99,16,2021-01-15 12:44:10
34430,16,9,25,7,gain,buyer,18,16,16,2021-01-15 12:45:54
34430,16,9,25,8,gain,buyer,14,16,16,2021-01-15 12:48:09
34430,16,9,25,9,gain,buyer,19,16,16,2021-01-15 12:49:47
34430,16,9,25,10,gain,buyer,18,16,16,2021-01-15 12:51:48
34430,5,0,12,11,loss,buyer,14,16,16,2021-01-15 12:54:09
34430,10,0,12,12,loss,buyer,13,16,16,2021-01-15 12:56:01
34430,12,0,12,13,loss,buyer,17,16,16,2021-01-15 12:58:10
34430,12,0,12,14,loss,buyer,18,16,16,2021-01-15 12:59:41
34430,12,0,12,15,loss,buyer,15,16,16,2021-01-15 13:01:51
34430,12,0,12,16,loss,buyer,16,16,16,2021-01-15 13:03:32
34430,12,0,12,17,loss,buyer,16,16,16,2021-01-15 13:06:01
34430,12,0,12,18,loss,buyer,17,16,16,2021-01-15 13:07:46
34430,12,0,12,19,loss,buyer,15,16,16,2021-01-15 13:09:58
34430,12,0,12,20,loss,buyer,18,16,16,2021-01-15 13:11:48
37048,8,7,6,1,gain,seller,14,13,13,2021-01-15 12:32:34
37048,8,8,6,2,gain,seller,16,15,14,2021-01-15 12:36:40
37048,10,9,6,3,gain,seller,15,15,15,2021-01-15 12:38:33
37048,10,10,6,4,gain,seller,17,16,16,2021-01-15 12:39:58
37048,15,10,6,5,gain,seller,13,16,16,2021-01-15 12:42:00
37048,15,10,6,6,gain,seller,17,16.99,16,2021-01-15 12:43:44
37048,15,10,6,7,gain,seller,18,16,16,2021-01-15 12:46:03
37048,15,10,6,8,gain,seller,14,16,16,2021-01-15 12:48:27
37048,15,10,6,9,gain,seller,19,16,16,2021-01-15 12:49:35
37048,15,10,6,10,gain,seller,18,16,16,2021-01-15 12:52:38
37048,16,0,16,11,loss,buyer,14,16,16,2021-01-15 12:54:40
37048,10,0,16,12,loss,buyer,13,16,16,2021-01-15 12:56:30
37048,0,0,16,13,loss,buyer,17,16,16,2021-01-15 12:57:57
37048,16,0,16,14,loss,buyer,18,16,16,2021-01-15 13:00:21
37048,0,0,16,15,loss,buyer,15,16,16,2021-01-15 13:01:40
37048,0,0,16,16,loss,buyer,15,16,16,2021-01-15 13:03:31
37048,1,0,16,17,loss,buyer,16,16,16,2021-01-15 13:05:38
37048,1,0,16,18,loss,buyer,17,16,16,2021-01-15 13:07:30
37048,1,0,16,19,loss,buyer,15,16,16,2021-01-15 13:09:31
37048,16,0,16,20,loss,buyer,18,16,16,2021-01-15 13:11:45
39343,33,15,28,1,gain,buyer,14,13,13,2021-01-15 12:32:43
39343,30,13,28,2,gain,buyer,16,15,14,2021-01-15 12:37:42
39343,25,13,28,3,gain,buyer,15,15,15,2021-01-15 12:38:29
39343,16,12,28,4,gain,buyer,17,16,16,2021-01-15 12:40:23
39343,17,12,28,5,gain,buyer,13,16,16,2021-01-15 12:42:06
39343,17,11.010000000000002,28,6,gain,buyer,17,16.99,16,2021-01-15 12:43:55
39343,16.01,12,28,7,gain,buyer,18,16,16,2021-01-15 12:46:21
39343,15,0,28,8,gain,buyer,14,16,16,2021-01-15 12:48:18
39343,17,12,28,9,gain,buyer,19,16,16,2021-01-15 12:50:12
39343,17,12,28,10,gain,buyer,18,16,16,2021-01-15 12:51:42
39343,16,8,24,11,loss,buyer,14,16,16,2021-01-15 12:54:04
39343,16,8,24,12,loss,buyer,13,16,16,2021-01-15 12:57:04
39343,16,8,24,13,loss,buyer,17,16,16,2021-01-15 12:58:01
39343,16,8,24,14,loss,buyer,18,16,16,2021-01-15 13:00:30
39343,16,8,24,15,loss,buyer,15,16,16,2021-01-15 13:02:26
39343,16,8,24,16,loss,buyer,15,16,16,2021-01-15 13:04:21
39343,16,8,24,17,loss,buyer,16,16,16,2021-01-15 13:05:36
39343,16,8,24,18,loss,buyer,17,16,16,2021-01-15 13:08:46
39343,16,8,24,19,loss,buyer,15,16,16,2021-01-15 13:10:40
39343,16,8,24,20,loss,buyer,18,16,16,2021-01-15 13:12:35
39412,18,0,17,1,gain,seller,14,13,13,2021-01-15 12:34:35
39412,17,0,17,2,gain,seller,16,15,14,2021-01-15 12:37:00
39412,24,0,17,3,gain,seller,17,15,15,2021-01-15 12:39:33
39412,24,0,17,4,gain,seller,17,16,16,2021-01-15 12:40:26
39412,18,0,17,5,gain,seller,13,16,16,2021-01-15 12:41:36
39412,15,-1,17,6,gain,seller,17,16.99,16,2021-01-15 12:44:24
39412,15.99,-1,17,7,gain,seller,18,16,16,2021-01-15 12:46:10
39412,15.99,-1,17,8,gain,seller,14,16,16,2021-01-15 12:48:17
39412,16,-1,17,9,gain,seller,19,16,16,2021-01-15 12:50:55
39412,15,-1,17,10,gain,seller,18,16,16,2021-01-15 12:51:53
39412,16,0,19,11,gain,seller,8,15,15,2021-01-15 12:53:40
39412,14,-4,19,12,gain,seller,7,16,15,2021-01-15 12:55:45
39412,15,-3,19,13,gain,seller,9,16,16,2021-01-15 12:58:25
39412,16,-3,19,14,gain,seller,10,16,16,2021-01-15 12:59:39
39412,16,-3,19,15,gain,seller,7,18,16,2021-01-15 13:01:29
39412,16,-3,19,16,gain,seller,7,16.5,16,2021-01-15 13:03:33
39412,16,-3,19,17,gain,seller,8,16.75,16,2021-01-15 13:05:56
39412,16,-2.5,19,18,gain,seller,8,16.75,16.5,2021-01-15 13:07:44
39412,16,-2.5,19,19,gain,seller,7,16.75,16.5,2021-01-15 13:09:39
39412,16.5,-2.5,19,20,gain,seller,8,16.75,16.5,2021-01-15 13:11:43
39565,13,2,11,1,gain,seller,14,13,13,2021-01-15 12:31:22
39565,12,3,11,2,gain,seller,18,14,14,2021-01-15 12:36:20
39565,12,4,11,3,gain,seller,17,15,15,2021-01-15 12:39:40
39565,11,5,11,4,gain,seller,17,16,16,2021-01-15 12:39:52
39565,12,5,11,5,gain,seller,13,16,16,2021-01-15 12:41:57
39565,14,5,11,6,gain,seller,17,16.99,16,2021-01-15 12:44:02
39565,14,5,11,7,gain,seller,18,16,16,2021-01-15 12:45:58
39565,15,5,11,8,gain,seller,14,16,16,2021-01-15 12:48:11
39565,14,5,11,9,gain,seller,19,16,16,2021-01-15 12:49:55
39565,11,5,11,10,gain,seller,18,16,16,2021-01-15 12:52:16
39565,10,11,5,11,loss,seller,14,16,16,2021-01-15 12:54:01
39565,7,11,5,12,loss,seller,13,16,16,2021-01-15 12:56:09
39565,8,11,5,13,loss,seller,17,16,16,2021-01-15 12:57:58
39565,7,11,5,14,loss,seller,18,16,16,2021-01-15 12:59:43
39565,10,11,5,15,loss,seller,15,16,16,2021-01-15 13:02:24
39565,7,11,5,16,loss,seller,15,16,16,2021-01-15 13:03:49
39565,7,11,5,17,loss,seller,16,16,16,2021-01-15 13:05:38
39565,7,11,5,18,loss,seller,17,16,16,2021-01-15 13:07:45
39565,10,11,5,19,loss,seller,15,16,16,2021-01-15 13:09:54
39565,7,11,5,20,loss,seller,18,16,16,2021-01-15 13:11:55
39576,19,0,11,1,gain,seller,14,13,13,2021-01-15 12:30:48
39576,12,3,11,2,gain,seller,14,15,14,2021-01-15 12:36:03
39576,12,4,11,3,gain,seller,15,15,15,2021-01-15 12:37:49
39576,13,5,11,4,gain,seller,17,16,16,2021-01-15 12:39:27
39576,14,5,11,5,gain,seller,13,16,16,2021-01-15 12:42:06
39576,25,0,11,6,gain,seller,17,16.99,16,2021-01-15 12:44:04
39576,15.5,5,11,7,gain,seller,18,16,16,2021-01-15 12:45:44
39576,6,5,11,8,gain,seller,14,16,16,2021-01-15 12:47:59
39576,11,5,11,9,gain,seller,19,16,16,2021-01-15 12:49:38
39576,11,5,11,10,gain,seller,18,16,16,2021-01-15 12:51:35
39576,11,2,13,11,gain,seller,8,15,15,2021-01-15 12:53:32
39576,13,2,13,12,gain,seller,7,16,15,2021-01-15 12:55:36
39576,13,3,13,13,gain,seller,9,16,16,2021-01-15 12:57:36
39576,13,3,13,14,gain,seller,10,16,16,2021-01-15 12:59:43
39576,13,3,13,15,gain,seller,7,18,16,2021-01-15 13:02:11
39576,15,3,13,16,gain,seller,7,16.5,16,2021-01-15 13:03:27
39576,15,3,13,17,gain,seller,8,16.75,16,2021-01-15 13:05:41
39576,15.5,3.5,13,18,gain,seller,8,16.75,16.5,2021-01-15 13:07:46
39576,16,3.5,13,19,gain,seller,7,16.75,16.5,2021-01-15 13:10:04
39576,16,3.5,13,20,gain,seller,8,16.75,16.5,2021-01-15 13:11:28
40244,13,0,13,1,loss,seller,7,10,10,2021-01-15 12:30:24
40244,15,0,13,2,loss,seller,9,11,11,2021-01-15 12:36:13
40244,11,-2,13,3,loss,seller,10,11,11,2021-01-15 12:37:35
40244,15,0,13,4,loss,seller,10,11,11,2021-01-15 12:39:48
40244,13,0,13,5,loss,seller,12,11,11,2021-01-15 12:41:44
40244,13,0,13,6,loss,seller,11,11,11,2021-01-15 12:43:54
40244,13,0,13,7,loss,seller,9,11,11,2021-01-15 12:45:56
40244,13,0,13,8,loss,seller,11,11,11,2021-01-15 12:47:54
40244,11,-2,13,9,loss,seller,10,11,11,2021-01-15 12:49:34
40244,13,0,13,10,loss,seller,9,11,11,2021-01-15 12:51:53
40244,11,0,20,11,gain,buyer,8,15,15,2021-01-15 12:53:36
40244,15,0,20,12,gain,buyer,7,16,15,2021-01-15 12:55:55
40244,16,4,20,13,gain,buyer,9,16,16,2021-01-15 12:57:38
40244,16,4,20,14,gain,buyer,10,16,16,2021-01-15 12:59:47
40244,25,2,20,15,gain,buyer,7,18,16,2021-01-15 13:01:46
40244,25,3.5,20,16,gain,buyer,7,16.5,16,2021-01-15 13:03:53
40244,25,3.25,20,17,gain,buyer,8,16.75,16,2021-01-15 13:05:34
